label,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,41,23,11,4,34,3,23,0,3,26,14,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,56,42,12,1,54,1,26,16,2,38,31,6,1,17,11,6,0,0,0,0,0,0,0,0,0
1,52,38,13,0,51,1,26,12,2,39,29,10,0,12,9,3,0,0,0,0,0,0,0,0,0
0,18,9,5,1,14,3,9,0,3,3,1,2,0,11,7,3,1,1,1,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,12,11,3,23,3,12,0,3,14,3,10,1,9,6,1,2,3,3,0,0,0,0,0,0
0,16,11,3,0,14,2,11,0,2,4,1,3,0,10,10,0,0,0,0,0,0,0,0,0,0
1,45,35,8,1,43,1,23,12,2,36,28,7,1,8,7,1,0,0,0,0,0,0,0,0,0
1,57,46,8,2,54,1,29,17,2,36,28,7,1,20,18,1,1,0,0,0,0,0,0,0,0
0,18,17,0,0,17,1,17,0,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,10,1,0,11,3,10,0,3,4,4,0,0,3,3,0,0,4,3,1,0,0,0,0,0
1,53,40,10,2,50,1,28,12,2,36,28,7,1,16,12,3,1,0,0,0,0,0,0,0,0
0,39,31,2,4,33,2,31,0,2,21,15,2,4,16,16,0,0,0,0,0,0,0,0,0,0
0,39,20,11,5,31,3,20,0,3,19,6,10,3,14,11,1,2,3,3,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,54,44,9,0,53,1,32,12,2,38,31,7,0,15,13,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,0,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,16,7,2,23,5,16,0,5,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
0,34,11,16,4,27,3,11,0,3,19,2,15,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,118,93,19,3,112,3,50,43,4,32,24,8,0,27,22,5,0,29,23,5,1,27,24,1,2
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,19,0,0,19,2,19,0,2,6,6,0,0,13,13,0,0,0,0,0,0,0,0,0,0
0,18,16,0,1,16,1,16,0,1,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,6,0,0,6,1,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,42,12,0,54,1,32,10,2,39,31,8,0,15,11,4,0,0,0,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,28,15,1,43,1,21,7,2,37,24,12,1,7,4,3,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,31,11,0,42,1,25,6,2,34,25,9,0,8,6,2,0,0,0,0,0,0,0,0,0
1,45,35,7,2,42,1,28,7,2,36,28,7,1,8,7,0,1,0,0,0,0,0,0,0,0
0,11,8,0,0,8,3,8,0,3,3,3,0,0,3,3,0,0,2,2,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,34,10,1,44,1,24,10,2,38,28,9,1,7,6,1,0,0,0,0,0,0,0,0,0
0,30,26,0,2,26,2,26,0,2,24,22,0,2,4,4,0,0,0,0,0,0,0,0,0,0
1,45,35,9,0,44,1,28,7,2,39,31,8,0,5,4,1,0,0,0,0,0,0,0,0,0
1,55,42,11,1,53,1,26,16,2,39,30,8,1,15,12,3,0,0,0,0,0,0,0,0,0
1,25,21,4,0,25,0,7,14,1,25,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,40,15,1,55,1,33,7,2,40,31,9,0,16,9,6,1,0,0,0,0,0,0,0,0
0,10,1,7,0,8,2,1,0,2,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,6,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,1,9,1,9,0,1,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,19,17,1,0,18,1,17,0,1,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,33,9,1,42,1,23,10,2,36,28,7,1,7,5,2,0,0,0,0,0,0,0,0,0
