label,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
0,34,16,11,4,27,3,16,0,3,19,7,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,30,3,4,33,2,30,0,2,21,14,3,4,16,16,0,0,0,0,0,0,0,0,0,0
1,58,44,13,0,57,1,27,17,2,37,26,11,0,20,18,2,0,0,0,0,0,0,0,0,0
0,20,18,0,0,18,2,18,0,2,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,1,0,13,1,12,0,1,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,36,12,0,48,1,27,9,2,40,30,10,0,8,6,2,0,0,0,0,0,0,0,0,0
0,20,15,0,4,15,1,15,0,1,19,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,37,18,11,5,29,3,18,0,3,22,9,10,3,9,6,1,2,3,3,0,0,0,0,0,0
0,36,20,10,3,30,3,20,0,3,21,11,9,1,9,6,1,2,3,3,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,17,1,1,18,2,17,0,2,17,16,0,1,2,1,1,0,0,0,0,0,0,0,0,0
0,7,6,0,0,6,1,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,6,7,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,33,11,0,44,1,24,9,2,38,30,8,0,6,3,3,0,0,0,0,0,0,0,0,0
0,24,23,0,0,23,1,23,0,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,2,1,6,1,4,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,32,25,2,0,27,5,25,0,5,5,3,2,0,6,6,0,0,3,3,0,0,10,10,0,0
1,44,33,9,1,42,1,24,9,2,35,27,7,1,8,6,2,0,0,0,0,0,0,0,0,0
0,35,29,0,0,29,6,29,0,6,3,3,0,0,7,7,0,0,4,4,0,0,3,3,0,0
0,21,17,0,2,17,2,17,0,2,16,14,0,2,3,3,0,0,0,0,0,0,0,0,0,0
0,17,14,0,0,14,3,14,0,3,4,4,0,0,4,4,0,0,6,6,0,0,0,0,0,0
0,20,10,4,4,14,2,10,0,2,17,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0
1,47,37,9,0,46,1,28,9,2,39,31,8,0,7,6,1,0,0,0,0,0,0,0,0,0
1,42,32,9,0,41,1,25,7,2,34,27,7,0,7,5,2,0,0,0,0,0,0,0,0,0
1,45,34,10,0,44,1,23,11,2,38,28,10,0,6,6,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,21,14,3,0,17,4,14,0,4,5,3,2,0,4,3,1,0,5,5,0,0,3,3,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,122,95,23,1,118,3,66,29,4,50,42,8,0,31,25,6,0,26,19,7,0,12,9,2,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,18,10,4,28,3,18,0,3,20,9,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,43,30,11,1,41,1,24,6,2,36,26,9,1,6,4,2,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,11,11,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,3,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,26,11,4,37,3,26,0,3,29,17,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,151,118,26,4,144,3,75,43,4,53,45,8,0,39,32,7,0,31,23,6,2,25,18,5,2
1,53,40,11,1,51,1,23,17,2,36,26,9,1,16,14,2,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,34,9,2,43,1,25,9,2,40,30,9,1,5,4,0,1,0,0,0,0,0,0,0,0
0,11,8,1,0,9,2,8,0,2,2,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0
1,76,62,11,1,73,2,38,24,3,32,29,3,0,29,24,4,1,13,9,4,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,15,13,6,28,3,15,0,3,18,2,12,4,9,6,1,2,7,7,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,14,2,1,16,2,14,0,2,5,3,2,0,12,11,0,1,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,5,8,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,10,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,4,4,0,0,13,13,0,0,0,0,0,0,0,0,0,0
0,16,12,1,1,13,2,12,0,2,12,11,0,1,2,1,1,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,125,95,24,3,119,3,47,48,4,36,31,5,0,32,28,3,1,24,12,12,0,30,24,4,2
1,55,39,15,0,54,1,27,12,2,39,27,12,0,15,12,3,0,0,0,0,0,0,0,0,0
1,127,107,16,1,123,3,69,38,4,48,42,6,0,32,29,3,0,31,27,4,0,13,9,3,1
1,42,32,9,0,41,1,24,8,2,36,29,7,0,5,3,2,0,0,0,0,0,0,0,0,0
0,21,18,0,0,18,3,18,0,3,9,9,0,0,6,6,0,0,3,3,0,0,0,0,0,0
0,19,10,3,4,13,2,10,0,2,16,9,3,4,1,1,0,0,0,0,0,0,0,0,0,0
0,26,22,0,1,22,3,22,0,3,13,12,0,1,3,3,0,0,7,7,0,0,0,0,0,0
0,41,23,11,4,34,3,23,0,3,21,9,10,2,14,11,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,67,53,10,2,63,2,31,22,3,35,28,5,2,19,15,4,0,11,10,1,0,0,0,0,0
0,9,8,0,0,8,1,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,8,2,0,10,1,8,0,1,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,15,2,0,17,4,15,0,4,2,1,1,0,10,10,0,0,3,3,0,0,2,1,1,0
1,47,37,8,1,45,1,26,11,2,38,31,6,1,8,6,2,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,3,3,0,0,14,14,0,0,0,0,0,0,0,0,0,0
0,34,27,1,3,28,3,27,0,3,1,0,1,0,27,24,0,3,3,3,0,0,0,0,0,0
0,35,15,13,4,28,3,15,0,3,20,6,12,2,9,6,1,2,3,3,0,0,0,0,0,0
0,12,10,0,0,10,2,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,3,3,0,0,14,14,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,42,10,1,52,1,31,11,2,34,26,7,1,19,16,3,0,0,0,0,0,0,0,0,0
0,24,21,0,0,21,3,21,0,3,13,13,0,0,5,5,0,0,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,53,39,13,0,52,1,26,13,2,34,24,10,0,18,15,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,15,13,3,28,3,15,0,3,19,6,12,1,9,6,1,2,3,3,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,47,37,8,1,45,1,23,14,2,42,34,7,1,4,3,1,0,0,0,0,0,0,0,0,0
0,20,17,0,1,17,2,17,0,2,7,6,0,1,11,11,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,99,19,2,118,3,48,51,4,36,28,8,0,28,23,5,0,27,23,2,2,29,25,4,0
0,24,16,4,1,20,3,16,0,3,5,1,4,0,13,12,0,1,3,3,0,0,0,0,0,0
0,34,18,10,3,28,3,18,0,3,19,9,9,1,9,6,1,2,3,3,0,0,0,0,0,0
0,10,1,7,0,8,2,1,0,2,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0
1,44,31,12,0,43,1,23,8,2,36,27,9,0,7,4,3,0,0,0,0,0,0,0,0,0
0,36,29,1,0,30,6,29,0,6,3,2,1,0,14,14,0,0,2,2,0,0,2,2,0,0
0,8,7,0,0,7,1,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,89,15,2,104,3,47,42,4,30,24,5,1,25,21,4,0,25,23,1,1,26,21,5,0
1,145,122,20,0,142,3,75,47,4,48,42,6,0,31,23,8,0,32,27,5,0,31,30,1,0
0,32,13,12,4,25,3,13,0,3,17,4,11,2,9,6,1,2,3,3,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,8,0,1,8,1,8,0,1,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9,8,0,0,8,1,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0
1,54,42,11,0,53,1,31,11,2,36,29,7,0,17,13,4,0,0,0,0,0,0,0,0,0
1,56,37,17,1,54,1,28,9,2,35,25,9,1,20,12,8,0,0,0,0,0,0,0,0,0
0,20,17,0,1,17,2,17,0,2,6,6,0,0,12,11,0,1,0,0,0,0,0,0,0,0
0,9,8,0,0,8,1,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,39,10,0,49,1,30,9,2,40,32,8,0,9,7,2,0,0,0,0,0,0,0,0,0
0,40,24,9,4,33,3,24,0,3,25,15,8,2,9,6,1,2,3,3,0,0,0,0,0,0
1,52,38,13,0,51,1,28,10,2,35,26,9,0,16,12,4,0,0,0,0,0,0,0,0,0
1,50,37,12,0,49,1,24,13,2,36,26,10,0,13,11,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,42,11,1,53,1,23,19,2,40,30,9,1,14,12,2,0,0,0,0,0,0,0,0,0
0,44,24,11,6,35,3,24,0,3,29,15,10,4,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,48,7,0,55,1,33,15,2,38,31,7,0,17,17,0,0,0,0,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,17,3,2,20,2,17,0,2,20,15,3,2,2,2,0,0,0,0,0,0,0,0,0,0
0,45,27,9,6,36,3,27,0,3,30,18,8,4,9,6,1,2,3,3,0,0,0,0,0,0
1,46,34,10,1,44,1,27,7,2,37,30,7,0,8,4,3,1,0,0,0,0,0,0,0,0
1,57,43,13,0,56,1,32,11,2,35,26,9,0,21,17,4,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,6,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,111,87,16,5,103,3,49,38,4,30,21,7,2,22,17,3,2,32,26,5,1,24,23,1,0
0,38,22,10,3,32,3,22,0,3,18,8,9,1,14,11,1,2,3,3,0,0,0,0,0,0
1,128,103,21,1,124,3,53,50,4,40,30,10,0,24,21,3,0,35,28,6,1,26,24,2,0
0,26,22,0,0,22,4,22,0,4,3,3,0,0,9,9,0,0,7,7,0,0,3,3,0,0
1,52,37,14,0,51,1,25,12,2,37,26,11,0,14,11,3,0,0,0,0,0,0,0,0,0
1,57,45,11,0,56,1,32,13,2,40,32,8,0,16,13,3,0,0,0,0,0,0,0,0,0
0,16,11,3,0,14,2,11,0,2,4,1,3,0,10,10,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,2,1,6,1,4,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,31,2,4,33,2,31,0,2,21,15,2,4,16,16,0,0,0,0,0,0,0,0,0,0
0,9,7,0,1,7,1,7,0,1,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39,32,1,0,33,6,32,0,6,3,2,1,0,7,7,0,0,3,3,0,0,11,11,0,0
1,121,101,17,0,118,3,48,53,4,34,27,7,0,29,26,3,0,29,25,4,0,26,23,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,22,10,4,32,3,22,0,3,24,13,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,48,39,8,0,47,1,28,11,2,36,31,5,0,11,8,3,0,0,0,0,0,0,0,0,0
0,30,25,0,0,25,5,25,0,5,6,6,0,0,6,6,0,0,4,4,0,0,6,6,0,0
0,8,7,0,0,7,1,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,6,2,0,8,2,6,0,2,6,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0
1,43,33,8,1,41,1,24,9,2,35,28,6,1,7,5,2,0,0,0,0,0,0,0,0,0
1,58,48,9,0,57,1,32,16,2,38,31,7,0,19,17,2,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,6,7,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,36,9,1,45,1,24,12,2,37,30,6,1,9,6,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,23,10,5,33,3,23,0,3,26,14,9,3,9,6,1,2,3,3,0,0,0,0,0,0
0,7,5,0,0,5,2,5,0,2,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,15,13,0,1,13,1,13,0,1,14,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,126,108,14,1,122,3,65,43,4,44,41,3,0,32,28,4,0,26,22,3,1,21,17,4,0
1,126,102,21,0,123,3,51,51,4,37,33,4,0,30,24,6,0,36,29,7,0,20,16,4,0
0,29,17,5,2,22,5,17,0,5,4,1,2,1,5,1,3,1,3,3,0,0,5,5,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,10,3,1,13,3,10,0,3,2,1,1,0,11,8,2,1,1,1,0,0,0,0,0,0
0,19,15,1,0,16,3,15,0,3,8,7,1,0,5,5,0,0,3,3,0,0,0,0,0,0
0,15,12,1,0,13,2,12,0,2,9,9,0,0,4,3,1,0,0,0,0,0,0,0,0,0
0,35,30,0,0,30,5,30,0,5,8,8,0,0,8,8,0,0,5,5,0,0,6,6,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,15,1,0,16,2,15,0,2,9,9,0,0,7,6,1,0,0,0,0,0,0,0,0,0
0,20,16,2,0,18,2,16,0,2,9,7,2,0,9,9,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,31,14,0,45,1,25,6,2,38,29,9,0,7,2,5,0,0,0,0,0,0,0,0,0
1,113,88,20,2,108,3,64,24,4,49,39,10,0,31,26,4,1,29,22,6,1,1,1,0,0
1,48,37,8,2,45,1,27,10,2,39,29,8,2,8,8,0,0,0,0,0,0,0,0,0,0
1,45,34,9,1,43,1,21,13,2,38,28,9,1,6,6,0,0,0,0,0,0,0,0,0,0
0,29,21,4,1,25,3,21,0,3,9,5,4,0,14,13,0,1,3,3,0,0,0,0,0,0
1,55,44,10,0,54,1,26,18,2,37,29,8,0,17,15,2,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,34,9,3,43,1,23,11,2,39,31,7,1,7,3,2,2,0,0,0,0,0,0,0,0
0,21,16,1,0,17,4,16,0,4,3,3,0,0,9,9,0,0,3,3,0,0,2,1,1,0
0,17,13,1,1,14,2,13,0,2,4,3,1,0,11,10,0,1,0,0,0,0,0,0,0,0
