label,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
1,120,98,18,1,116,3,49,49,4,39,34,5,0,28,25,2,1,27,22,5,0,23,17,6,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2,3,0,5,1,2,0,2,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1,120,92,24,1,116,3,42,50,4,37,29,8,0,28,21,7,0,28,23,5,0,24,19,4,1
0,21,14,4,1,18,2,14,0,3,2,1,1,0,11,7,3,1,6,6,0,0,0,0,0,0
0,72,33,28,2,61,9,33,0,10,3,0,2,1,11,1,9,1,4,1,3,0,4,1,3,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,49,39,9,0,48,1,29,10,2,36,29,7,0,12,10,2,0,0,0,0,0,0,0,0,0
0,22,14,3,4,17,1,14,0,2,19,12,3,4,2,2,0,0,0,0,0,0,0,0,0,0
0,5,5,0,0,5,0,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,35,6,2,41,1,28,7,2,36,31,4,1,7,4,2,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,36,13,0,49,1,25,11,2,41,31,10,0,8,5,3,0,0,0,0,0,0,0,0,0
0,70,31,28,2,59,9,31,0,10,3,1,1,1,11,1,9,1,2,1,1,0,4,1,3,0
0,20,18,0,0,18,2,18,0,3,7,7,0,0,5,5,0,0,6,6,0,0,0,0,0,0
1,115,84,27,1,111,3,47,37,4,30,27,3,0,29,23,5,1,25,15,10,0,28,19,9,0
0,2,1,1,0,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,17,1,1,18,2,17,0,3,2,1,1,0,11,10,0,1,6,6,0,0,0,0,0,0
0,16,14,0,1,14,1,14,0,2,12,11,0,1,3,3,0,0,0,0,0,0,0,0,0,0
0,8,3,4,0,7,1,3,0,2,5,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0
1,55,43,10,1,53,1,28,15,2,36,28,7,1,18,15,3,0,0,0,0,0,0,0,0,0
0,69,30,28,2,58,9,30,0,10,3,1,1,1,11,0,10,1,1,0,1,0,4,1,3,0
0,76,29,35,2,64,10,29,0,11,1,1,0,0,4,0,3,1,11,1,9,1,5,0,5,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,39,11,0,50,1,26,13,2,35,26,9,0,15,13,2,0,0,0,0,0,0,0,0,0
1,61,49,9,2,58,1,29,20,2,38,31,6,1,22,18,3,1,0,0,0,0,0,0,0,0
0,22,16,3,1,19,2,16,0,3,3,1,2,0,11,9,1,1,6,6,0,0,0,0,0,0
0,8,3,4,0,7,1,3,0,2,5,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0
0,7,7,0,0,7,0,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,2,0,3,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,33,12,0,45,1,23,10,2,35,27,8,0,10,6,4,0,0,0,0,0,0,0,0,0
1,142,123,16,0,139,3,71,52,4,51,43,8,0,28,26,2,0,29,26,3,0,31,28,3,0
1,49,41,7,0,48,1,28,13,2,39,33,6,0,9,8,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,15,4,1,19,2,15,0,3,3,1,2,0,11,8,2,1,6,6,0,0,0,0,0,0
0,15,12,2,1,14,0,12,0,1,15,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30,21,6,0,27,3,21,0,3,6,0,6,0,6,6,0,0,15,15,0,0,0,0,0,0
0,69,25,33,2,58,9,25,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,59,48,10,0,58,1,32,16,2,42,36,6,0,16,12,4,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,101,16,0,117,3,63,38,4,45,41,4,0,22,19,3,0,29,24,5,0,21,17,4,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,41,10,0,51,1,29,12,2,37,30,7,0,14,11,3,0,0,0,0,0,0,0,0,0
0,69,28,30,2,58,9,28,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,3,3,0,0,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,42,8,0,50,1,29,13,2,35,28,7,0,15,14,1,0,0,0,0,0,0,0,0,0
0,75,32,32,2,64,9,32,0,10,3,0,2,1,11,1,9,1,7,0,7,0,4,1,3,0
0,47,26,19,0,45,2,26,0,3,33,16,17,0,7,7,0,0,5,3,2,0,0,0,0,0
0,6,2,4,0,6,0,2,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,20,0,0,20,1,20,0,2,4,4,0,0,16,16,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,5,0,0,5,2,5,0,2,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0
0,73,31,31,2,62,9,31,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,39,8,1,47,1,29,10,2,39,32,6,1,9,7,2,0,0,0,0,0,0,0,0,0
0,60,41,12,6,53,1,41,0,2,53,35,12,6,6,6,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,3,3,0,6,1,3,0,2,4,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0
0,5,5,0,0,5,0,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,47,7,0,54,1,37,10,2,38,31,7,0,16,16,0,0,0,0,0,0,0,0,0,0
1,104,85,16,1,101,2,60,25,3,48,43,5,0,29,24,4,1,25,18,7,0,0,0,0,0
0,76,33,31,2,64,10,33,0,11,1,1,0,0,3,1,1,1,11,1,9,1,6,0,6,0
0,3,3,0,0,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,41,9,0,50,1,26,15,2,39,32,7,0,11,9,2,0,0,0,0,0,0,0,0,0
0,24,14,5,4,19,1,14,0,2,17,8,5,4,6,6,0,0,0,0,0,0,0,0,0,0
0,11,11,0,0,11,0,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,77,19,1,96,3,45,32,4,32,27,5,0,27,22,4,1,31,23,8,0,7,5,2,0
1,49,39,8,1,47,1,27,12,2,35,26,8,1,13,13,0,0,0,0,0,0,0,0,0,0
0,75,34,30,2,64,9,34,0,10,3,1,1,1,11,1,9,1,7,1,6,0,4,1,3,0
0,20,16,1,1,17,2,16,0,2,7,5,1,1,11,11,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,31,33,2,64,9,31,0,10,3,1,1,1,11,1,9,1,7,1,6,0,4,1,3,0
1,49,35,13,0,48,1,28,7,2,39,31,8,0,9,4,5,0,0,0,0,0,0,0,0,0
1,132,106,20,3,126,3,59,47,4,42,37,5,0,29,27,1,1,32,24,6,2,26,18,8,0
0,42,26,10,4,36,2,26,0,3,23,12,9,2,14,11,1,2,3,3,0,0,0,0,0,0
1,109,84,18,4,102,3,36,48,4,37,31,6,0,23,16,6,1,20,17,1,2,26,20,5,1
0,73,27,35,2,62,9,27,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,12,0,0,12,1,12,0,2,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,6,6,0,0,6,0,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,28,30,2,58,9,28,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,7,7,0,0,7,0,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,37,8,1,45,1,26,11,2,40,33,6,1,6,4,2,0,0,0,0,0,0,0,0,0
1,56,45,10,0,55,1,32,13,2,37,29,8,0,18,16,2,0,0,0,0,0,0,0,0,0
0,10,10,0,0,10,0,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,122,98,18,3,116,3,58,40,4,33,25,6,2,33,31,2,0,26,24,2,0,27,18,8,1
0,72,30,31,2,61,9,30,0,10,3,0,2,1,11,1,9,1,4,1,3,0,4,1,3,0
1,43,31,11,0,42,1,24,7,2,34,26,8,0,8,5,3,0,0,0,0,0,0,0,0,0
0,24,12,7,4,19,1,12,0,2,17,6,7,4,6,6,0,0,0,0,0,0,0,0,0,0
0,23,14,4,4,18,1,14,0,2,16,8,4,4,6,6,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,36,17,6,53,1,36,0,2,53,30,17,6,6,6,0,0,0,0,0,0,0,0,0,0
1,119,94,18,4,112,3,50,44,4,37,34,2,1,27,19,7,1,26,19,5,2,26,22,4,0
0,69,29,29,2,58,9,29,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,35,10,1,45,1,24,11,2,38,30,7,1,8,5,3,0,0,0,0,0,0,0,0,0
0,69,32,26,2,58,9,32,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,7,7,0,0,7,0,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,36,9,0,45,1,28,8,2,39,32,7,0,6,4,2,0,0,0,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,0,13,0,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,12,0,0,12,1,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,44,28,10,4,38,2,28,0,3,30,19,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,55,43,11,0,54,1,29,14,2,39,31,8,0,15,12,3,0,0,0,0,0,0,0,0,0
0,23,15,3,4,18,1,15,0,2,16,9,3,4,6,6,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,9,9,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,17,13,2,1,15,1,13,0,2,10,7,2,1,6,6,0,0,0,0,0,0,0,0,0,0
1,56,45,9,1,54,1,27,18,2,35,28,6,1,20,17,3,0,0,0,0,0,0,0,0,0
1,57,45,10,1,55,1,27,18,2,31,24,6,1,25,21,4,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,33,8,1,41,1,22,11,2,34,27,6,1,8,6,2,0,0,0,0,0,0,0,0,0
1,46,32,11,2,43,1,22,10,2,36,26,9,1,9,6,2,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,21,0,0,21,3,21,0,4,3,3,0,0,8,8,0,0,7,7,0,0,3,3,0,0
1,27,23,3,1,26,0,14,9,1,27,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,48,38,8,1,46,1,29,9,2,35,28,6,1,12,10,2,0,0,0,0,0,0,0,0,0
0,13,11,0,1,11,1,11,0,2,10,9,0,1,2,2,0,0,0,0,0,0,0,0,0,0
0,68,42,19,2,61,5,42,0,5,53,32,19,2,1,1,0,0,2,2,0,0,4,4,0,0
0,70,30,29,2,59,9,30,0,10,3,1,1,1,11,1,9,1,2,0,2,0,4,1,3,0
0,6,2,4,0,6,0,2,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,92,70,19,1,89,2,34,36,3,39,29,9,1,30,26,4,0,21,15,6,0,0,0,0,0
1,58,44,13,0,57,1,32,12,2,42,36,6,0,15,8,7,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121,94,24,0,118,3,45,49,4,33,25,8,0,29,26,3,0,26,17,9,0,30,26,4,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,40,12,1,52,1,23,17,2,34,23,10,1,19,17,2,0,0,0,0,0,0,0,0,0
0,74,29,34,2,63,9,29,0,10,3,1,1,1,11,1,9,1,6,0,6,0,4,1,3,0
1,47,35,11,0,46,1,25,10,2,37,26,11,0,9,9,0,0,0,0,0,0,0,0,0,0
0,69,28,30,2,58,9,28,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,47,37,8,1,45,1,26,11,2,40,32,7,1,6,5,1,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,3,1,1,0,0,10,10,0,0,3,3,0,0,0,0,0,0
1,51,43,7,0,50,1,26,17,2,36,30,6,0,14,13,1,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,3,4,4,0,0,5,5,0,0,2,2,0,0,0,0,0,0
0,74,30,33,2,63,9,30,0,10,3,0,2,1,11,1,9,1,6,1,5,0,4,1,3,0
0,23,15,3,4,18,1,15,0,2,16,9,3,4,6,6,0,0,0,0,0,0,0,0,0,0
0,71,29,31,2,60,9,29,0,10,3,1,1,1,11,0,10,1,3,0,3,0,4,1,3,0
0,14,12,0,0,12,2,12,0,2,9,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,45,36,8,0,44,1,28,8,2,35,28,7,0,9,8,1,0,0,0,0,0,0,0,0,0
0,21,16,2,1,18,2,16,0,3,2,1,1,0,11,9,1,1,6,6,0,0,0,0,0,0
1,139,118,17,1,135,3,72,46,4,46,39,7,0,30,28,2,0,33,26,6,1,27,25,2,0
0,7,6,0,0,6,1,6,0,2,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,42,26,10,4,36,2,26,0,3,23,12,9,2,14,11,1,2,3,3,0,0,0,0,0,0
0,15,9,4,0,13,2,9,0,2,5,1,4,0,8,8,0,0,0,0,0,0,0,0,0,0
1,102,81,16,2,97,3,43,38,4,25,20,4,1,25,21,4,0,27,22,4,1,22,18,4,0
1,50,40,9,0,49,1,32,8,2,39,31,8,0,10,9,1,0,0,0,0,0,0,0,0,0
0,23,17,1,4,18,1,17,0,2,16,11,1,4,6,6,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,35,9,0,44,1,26,9,2,38,30,8,0,6,5,1,0,0,0,0,0,0,0,0,0
0,8,7,0,0,7,1,7,0,2,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,47,24,20,1,44,2,24,0,3,33,13,20,0,7,7,0,0,5,4,0,1,0,0,0,0
1,121,96,21,1,117,3,59,37,4,31,29,2,0,32,21,11,0,35,30,4,1,20,16,4,0
0,82,34,34,2,68,12,34,0,13,1,1,0,0,1,1,0,0,1,1,0,0,4,0,3,1
0,60,35,18,6,53,1,35,0,2,53,29,18,6,6,6,0,0,0,0,0,0,0,0,0,0
0,21,14,3,4,17,0,14,0,1,21,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0
0,11,8,2,1,10,0,8,0,1,11,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,35,10,0,45,1,27,8,2,35,27,8,0,10,8,2,0,0,0,0,0,0,0,0,0
1,44,34,9,0,43,1,26,8,2,36,28,8,0,7,6,1,0,0,0,0,0,0,0,0,0
0,14,11,3,0,14,0,11,0,1,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,37,11,0,48,1,21,16,2,34,24,10,0,14,13,1,0,0,0,0,0,0,0,0,0
1,136,113,20,0,133,3,75,38,4,47,40,7,0,33,28,5,0,24,20,4,0,29,25,4,0
0,53,35,12,5,47,1,35,0,2,46,29,12,5,6,6,0,0,0,0,0,0,0,0,0,0
1,135,113,18,1,131,3,61,52,4,49,44,5,0,28,27,1,0,32,27,5,0,23,15,7,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,87,16,0,103,2,60,27,3,48,41,7,0,34,27,7,0,21,19,2,0,0,0,0,0
0,69,30,28,2,58,9,30,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,7,2,4,0,6,1,2,0,2,5,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0
0,22,15,4,1,19,2,15,0,3,3,1,2,0,11,8,2,1,6,6,0,0,0,0,0,0
1,57,48,7,1,55,1,31,17,2,39,33,5,1,17,15,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,38,9,5,47,1,38,0,2,46,32,9,5,6,6,0,0,0,0,0,0,0,0,0,0
0,69,34,24,2,58,9,34,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,8,3,0,11,0,8,0,1,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,30,28,2,58,9,30,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,69,32,26,2,58,9,32,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,7,2,4,0,6,1,2,0,2,4,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0
1,44,30,10,3,40,1,20,10,2,36,28,6,2,7,2,4,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,40,9,1,49,1,26,14,2,34,26,7,1,16,14,2,0,0,0,0,0,0,0,0,0
1,140,124,12,1,136,3,83,41,4,48,42,6,0,29,28,1,0,32,27,4,1,28,27,1,0
0,23,14,4,4,18,1,14,0,2,16,8,4,4,6,6,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,2,0,4,0,2,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,26,10,1,36,1,18,8,2,31,22,8,1,6,4,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,82,11,3,93,3,42,40,4,34,30,3,1,26,24,1,1,26,21,4,1,10,7,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,21,24,0,45,2,21,0,3,33,11,22,0,7,7,0,0,5,3,2,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,9,1,0,10,0,9,0,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,43,6,1,49,1,31,12,2,37,30,6,1,13,13,0,0,0,0,0,0,0,0,0,0
1,46,35,10,0,45,1,23,12,2,35,26,9,0,10,9,1,0,0,0,0,0,0,0,0,0
1,55,45,8,1,53,1,31,14,2,40,32,7,1,14,13,1,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,8,0,0,8,1,8,0,2,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,70,59,8,1,67,2,36,23,3,30,25,5,0,32,28,3,1,6,6,0,0,0,0,0,0
0,73,32,30,2,62,9,32,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,14,5,1,19,2,14,0,3,3,1,2,0,11,7,3,1,6,6,0,0,0,0,0,0
1,55,42,12,0,54,1,30,12,2,39,31,8,0,15,11,4,0,0,0,0,0,0,0,0,0
0,22,16,3,1,19,2,16,0,3,3,1,2,0,11,9,1,1,6,6,0,0,0,0,0,0
0,14,12,2,0,14,0,12,0,1,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,38,6,1,44,1,28,10,2,37,30,6,1,8,8,0,0,0,0,0,0,0,0,0,0
0,3,3,0,0,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,9,0,0,9,0,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,2,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,52,41,8,2,49,1,25,16,2,34,25,7,2,17,16,1,0,0,0,0,0,0,0,0,0
0,12,12,0,0,12,0,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,3,8,8,0,0,2,2,0,0,7,7,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,0,0,5,0,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,33,9,0,42,1,22,11,2,37,28,9,0,5,5,0,0,0,0,0,0,0,0,0,0
0,19,8,10,0,18,1,3,5,2,15,5,10,0,3,3,0,0,0,0,0,0,0,0,0,0
0,11,6,4,0,10,1,6,0,2,4,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0
0,46,17,27,0,44,2,17,0,3,33,7,26,0,7,7,0,0,4,3,1,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,44,14,1,58,1,33,11,2,42,32,10,0,17,12,4,1,0,0,0,0,0,0,0,0
0,75,29,35,2,64,9,29,0,10,3,1,1,1,11,1,9,1,7,1,6,0,4,1,3,0
0,73,29,33,2,62,9,29,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,33,10,1,43,1,20,13,2,40,30,9,1,4,3,1,0,0,0,0,0,0,0,0,0
1,48,37,9,1,46,1,24,13,2,34,25,8,1,13,12,1,0,0,0,0,0,0,0,0,0
0,15,13,0,2,13,0,13,0,1,15,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,13,8,5,0,13,0,8,0,1,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,48,8,0,56,1,32,16,2,39,31,8,0,17,17,0,0,0,0,0,0,0,0,0,0
0,70,31,28,2,59,9,31,0,10,3,1,1,1,11,0,10,1,2,0,2,0,4,1,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,37,10,5,47,1,37,0,2,46,31,10,5,6,6,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,7,7,0,0,7,0,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,16,3,2,19,2,16,0,3,3,3,0,0,3,0,3,0,15,13,0,2,0,0,0,0
1,59,43,14,1,57,1,29,14,2,40,29,11,0,18,14,3,1,0,0,0,0,0,0,0,0
0,70,28,31,2,59,9,28,0,10,3,1,1,1,11,1,9,1,2,0,2,0,4,1,3,0
1,42,32,9,0,41,1,23,9,2,33,25,8,0,8,7,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,36,28,2,64,9,36,0,10,3,1,1,1,11,1,9,1,7,2,5,0,4,1,3,0
1,54,44,9,0,53,1,28,16,2,35,27,8,0,18,17,1,0,0,0,0,0,0,0,0,0
1,53,41,11,0,52,1,28,13,2,37,27,10,0,15,14,1,0,0,0,0,0,0,0,0,0
0,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
