label,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
1,57,41,14,1,55,1,26,15,2,34,22,12,0,22,19,2,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,140,111,25,1,136,3,67,44,4,47,40,7,0,36,31,4,1,30,19,11,0,24,21,3,0
0,21,13,5,1,18,2,13,0,3,8,2,5,1,1,1,0,0,10,10,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,41,11,0,52,1,28,13,2,37,28,9,0,15,13,2,0,0,0,0,0,0,0,0,0
1,47,37,8,1,45,1,27,10,2,40,32,7,1,6,5,1,0,0,0,0,0,0,0,0,0
0,9,8,0,0,8,1,8,0,2,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,17,1,1,18,2,17,0,3,2,1,1,0,11,10,0,1,6,6,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111,94,13,1,107,3,52,42,4,30,27,3,0,26,21,4,1,27,24,3,0,25,22,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,34,14,6,48,2,34,0,3,42,25,13,4,9,6,1,2,3,3,0,0,0,0,0,0
1,48,36,9,2,45,1,30,6,2,38,29,8,1,9,7,1,1,0,0,0,0,0,0,0,0
0,75,33,31,2,64,9,33,0,10,3,0,2,1,11,1,9,1,7,0,7,0,4,1,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,44,9,0,53,1,31,13,2,34,25,9,0,19,19,0,0,0,0,0,0,0,0,0,0
1,111,95,14,0,109,2,63,32,3,49,43,6,0,33,28,5,0,27,24,3,0,0,0,0,0
1,55,41,12,1,53,1,28,13,2,38,31,7,0,16,10,5,1,0,0,0,0,0,0,0,0
0,53,40,7,5,47,1,40,0,2,46,34,7,5,6,6,0,0,0,0,0,0,0,0,0,0
1,43,32,10,0,42,1,22,10,2,36,27,9,0,6,5,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,46,11,0,57,1,29,17,2,39,32,7,0,18,14,4,0,0,0,0,0,0,0,0,0
1,148,119,25,1,144,3,78,41,4,55,46,9,0,30,27,3,0,30,23,7,0,30,23,6,1
0,46,22,22,0,44,2,22,0,3,33,12,21,0,7,7,0,0,4,3,1,0,0,0,0,0
0,22,15,4,1,19,2,15,0,3,3,1,2,0,11,8,2,1,6,6,0,0,0,0,0,0
0,34,17,11,4,28,2,17,0,3,20,8,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,34,13,0,47,1,24,10,2,37,27,10,0,10,7,3,0,0,0,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,2,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,75,29,35,2,64,9,29,0,10,3,1,1,1,11,1,9,1,7,1,6,0,4,1,3,0
0,74,33,30,2,63,9,33,0,10,3,0,2,1,11,1,9,1,6,1,5,0,4,1,3,0
1,130,101,23,3,124,3,61,40,4,51,40,11,0,27,23,3,1,30,25,4,1,19,13,5,1
0,69,32,26,2,58,9,32,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,63,47,14,1,61,1,31,16,2,42,32,9,1,20,15,5,0,0,0,0,0,0,0,0,0
0,24,14,5,4,19,1,14,0,2,17,8,5,4,6,6,0,0,0,0,0,0,0,0,0,0
1,57,44,11,1,55,1,28,16,2,39,30,8,1,17,14,3,0,0,0,0,0,0,0,0,0
1,58,45,11,1,56,1,30,15,2,41,32,8,1,16,13,3,0,0,0,0,0,0,0,0,0
1,48,39,7,1,46,1,28,11,2,40,33,6,1,7,6,1,0,0,0,0,0,0,0,0,0
1,45,36,7,1,43,1,25,11,2,36,29,6,1,8,7,1,0,0,0,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,38,11,0,49,1,24,14,2,41,32,9,0,8,6,2,0,0,0,0,0,0,0,0,0
0,53,36,11,5,47,1,36,0,2,46,30,11,5,6,6,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,22,0,0,22,2,22,0,3,14,14,0,0,4,4,0,0,4,4,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,124,105,14,2,119,3,70,35,4,49,43,5,1,31,29,1,1,21,16,5,0,20,17,3,0
0,77,29,36,2,65,10,29,0,11,1,1,0,0,3,1,1,1,11,1,9,1,7,0,7,0
1,126,105,16,2,121,3,72,33,4,47,41,6,0,32,27,4,1,21,15,5,1,23,22,1,0
0,15,11,1,0,12,3,11,0,4,1,0,1,0,4,4,0,0,4,4,0,0,3,3,0,0
0,74,32,31,2,63,9,32,0,10,3,1,1,1,11,1,9,1,6,0,6,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,21,10,3,31,2,21,0,3,17,7,9,1,14,11,1,2,3,3,0,0,0,0,0,0
0,13,6,6,0,12,1,6,0,2,9,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0
0,77,30,35,2,65,10,30,0,11,1,1,0,0,3,1,1,1,11,1,9,1,7,0,7,0
0,5,2,2,0,4,1,2,0,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1,43,30,11,1,41,1,21,9,2,36,26,9,1,6,4,2,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,37,9,1,46,1,25,12,2,41,33,8,0,6,4,1,1,0,0,0,0,0,0,0,0
0,8,5,2,0,7,1,5,0,2,3,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,10,0,0,10,0,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,29,32,2,61,9,29,0,10,3,1,1,1,11,1,9,1,4,0,4,0,4,1,3,0
1,43,34,8,0,42,1,25,9,2,34,26,8,0,8,8,0,0,0,0,0,0,0,0,0,0
1,131,107,19,2,126,3,72,35,4,49,42,6,1,30,26,4,0,22,17,5,0,27,22,4,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,34,8,1,42,1,27,7,2,35,27,7,1,8,7,1,0,0,0,0,0,0,0,0,0
1,62,49,11,1,60,1,33,16,2,39,31,7,1,22,18,4,0,0,0,0,0,0,0,0,0
1,44,35,7,1,42,1,25,10,2,37,30,6,1,6,5,1,0,0,0,0,0,0,0,0,0
0,21,9,7,2,16,3,9,0,4,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
1,48,38,9,0,47,1,26,12,2,40,33,7,0,7,5,2,0,0,0,0,0,0,0,0,0
1,40,31,8,0,39,1,25,6,2,35,28,7,0,4,3,1,0,0,0,0,0,0,0,0,0
1,53,43,8,1,51,1,25,18,2,39,31,7,1,13,12,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,39,7,1,46,1,26,13,2,39,33,5,1,8,6,2,0,0,0,0,0,0,0,0,0
0,5,3,2,0,5,0,3,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,36,8,1,44,1,22,14,2,37,29,7,1,8,7,1,0,0,0,0,0,0,0,0,0
0,75,31,33,2,64,9,31,0,10,3,1,1,1,11,1,9,1,7,1,6,0,4,1,3,0
1,117,87,23,4,110,3,46,41,4,31,26,4,1,28,18,7,3,30,24,6,0,25,19,6,0
0,20,18,0,0,18,2,18,0,2,3,3,0,0,15,15,0,0,0,0,0,0,0,0,0,0
1,56,39,16,0,55,1,30,9,2,39,28,11,0,16,11,5,0,0,0,0,0,0,0,0,0
0,9,8,0,1,8,0,8,0,1,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,27,11,11,3,22,2,11,0,3,13,2,10,1,9,6,1,2,3,3,0,0,0,0,0,0
1,50,35,12,2,47,1,27,8,2,36,29,6,1,13,6,6,1,0,0,0,0,0,0,0,0
1,58,47,9,1,56,1,30,17,2,41,34,6,1,16,13,3,0,0,0,0,0,0,0,0,0
0,21,16,2,1,18,2,16,0,3,2,1,1,0,11,9,1,1,6,6,0,0,0,0,0,0
1,130,109,14,4,123,3,64,45,4,37,32,4,1,31,25,5,1,32,28,3,1,27,24,2,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,9,0,1,9,0,9,0,1,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,24,16,3,4,19,1,16,0,2,17,10,3,4,6,6,0,0,0,0,0,0,0,0,0,0
1,132,111,18,0,129,3,77,34,4,47,39,8,0,29,26,3,0,28,26,2,0,25,20,5,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,31,28,2,59,10,31,0,11,1,1,0,0,3,1,1,1,11,2,8,1,1,0,1,0
0,12,11,0,1,11,0,11,0,1,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,2,1,7,0,5,0,1,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,73,27,35,2,62,9,27,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,44,33,8,2,41,1,20,13,2,33,25,7,1,10,8,1,1,0,0,0,0,0,0,0,0
0,72,33,28,2,61,9,33,0,10,4,1,2,1,11,0,10,1,3,1,2,0,4,1,3,0
0,7,2,4,0,6,1,2,0,2,5,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0
0,69,29,29,2,58,9,29,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,122,106,13,0,119,3,79,27,4,48,41,7,0,28,28,0,0,29,25,4,0,14,12,2,0
0,73,28,34,2,62,9,28,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,88,16,1,104,3,39,49,4,30,26,4,0,26,22,4,0,21,19,2,0,28,21,6,1
1,143,127,13,0,140,3,80,47,4,54,47,7,0,34,32,2,0,26,24,2,0,26,24,2,0
0,11,9,0,0,9,2,9,0,2,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,20,18,0,0,18,2,18,0,2,15,15,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,120,88,26,3,114,3,47,41,4,33,23,9,1,28,23,5,0,31,23,6,2,25,19,6,0
0,75,30,34,2,64,9,30,0,10,3,1,1,1,11,1,9,1,7,0,7,0,4,1,3,0
0,26,25,0,0,25,1,25,0,2,19,19,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,29,9,7,38,2,29,0,3,33,20,8,5,9,6,1,2,3,3,0,0,0,0,0,0
1,47,34,11,1,45,1,25,9,2,37,27,10,0,9,7,1,1,0,0,0,0,0,0,0,0
1,116,92,19,2,111,3,57,35,4,48,42,6,0,28,24,2,2,27,21,6,0,10,5,5,0
1,43,35,6,1,41,1,23,12,2,35,29,5,1,7,6,1,0,0,0,0,0,0,0,0,0
0,23,15,3,4,18,1,15,0,2,16,9,3,4,6,6,0,0,0,0,0,0,0,0,0,0
0,11,10,0,1,10,0,10,0,1,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,51,40,10,0,50,1,28,12,2,40,31,9,0,10,9,1,0,0,0,0,0,0,0,0,0
1,46,33,11,1,44,1,23,10,2,39,29,9,1,6,4,2,0,0,0,0,0,0,0,0,0
0,74,27,36,2,63,9,27,0,10,4,0,3,1,11,1,9,1,5,0,5,0,4,1,3,0
0,73,30,32,2,62,9,30,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,50,39,9,1,48,1,26,13,2,40,30,9,1,9,9,0,0,0,0,0,0,0,0,0,0
0,69,29,29,2,58,9,29,0,10,3,1,1,1,11,0,10,1,1,0,1,0,4,1,3,0
0,22,20,0,0,20,2,20,0,3,9,9,0,0,8,8,0,0,3,3,0,0,0,0,0,0
0,74,30,33,2,63,9,30,0,10,3,1,1,1,11,1,9,1,6,2,4,0,4,1,3,0
0,9,9,0,0,9,0,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,38,13,0,51,1,28,10,2,35,26,9,0,16,12,4,0,0,0,0,0,0,0,0,0
0,6,2,3,0,5,1,2,0,2,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,37,16,6,53,1,37,0,2,53,31,16,6,6,6,0,0,0,0,0,0,0,0,0,0
0,22,17,2,1,19,2,17,0,3,3,1,2,0,11,10,0,1,6,6,0,0,0,0,0,0
1,50,41,6,2,47,1,28,13,2,35,28,6,1,14,13,0,1,0,0,0,0,0,0,0,0
1,116,99,13,1,112,3,73,26,4,46,39,7,0,24,21,2,1,34,33,1,0,9,6,3,0
0,8,6,0,1,6,1,6,0,2,6,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,22,16,3,1,19,2,16,0,3,3,1,2,0,11,9,1,1,6,6,0,0,0,0,0,0
0,69,30,28,2,58,9,30,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,50,39,9,1,48,1,26,13,2,38,28,9,1,11,11,0,0,0,0,0,0,0,0,0,0
0,22,14,5,1,19,2,14,0,3,3,1,2,0,11,7,3,1,6,6,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,3,4,0,7,1,3,0,2,5,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0
0,69,30,28,2,58,9,30,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,125,106,12,4,118,3,57,49,4,31,28,2,1,30,25,3,2,34,29,4,1,27,24,3,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,43,13,0,56,1,29,14,2,37,25,12,0,19,18,1,0,0,0,0,0,0,0,0,0
1,49,40,8,0,48,1,27,13,2,40,33,7,0,8,7,1,0,0,0,0,0,0,0,0,0
0,60,35,18,6,53,1,35,0,2,53,29,18,6,6,6,0,0,0,0,0,0,0,0,0,0
0,70,27,32,2,59,9,27,0,10,3,1,1,1,11,0,10,1,2,0,2,0,4,1,3,0
0,75,26,38,2,64,9,26,0,10,3,0,2,1,11,1,9,1,7,1,6,0,4,1,3,0
0,69,35,23,2,58,9,35,0,10,3,1,1,1,11,0,10,1,1,0,1,0,4,1,3,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,31,31,2,62,9,31,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
0,69,32,26,2,58,9,32,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,132,113,15,1,128,3,70,43,4,50,43,7,0,30,27,3,0,24,22,1,1,25,21,4,0
0,11,10,0,0,10,1,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,29,27,0,0,27,2,27,0,2,3,3,0,0,24,24,0,0,0,0,0,0,0,0,0,0
0,47,23,22,0,45,2,23,0,3,33,13,20,0,7,7,0,0,5,3,2,0,0,0,0,0
1,53,41,9,2,50,1,27,14,2,38,29,9,0,14,12,0,2,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,43,12,1,55,1,24,19,2,40,29,11,0,16,14,1,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,30,33,2,63,9,30,0,10,3,1,1,1,11,1,9,1,6,0,6,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,32,32,2,64,9,32,0,10,3,0,2,1,11,1,9,1,7,1,6,0,4,1,3,0
0,72,33,28,2,61,9,33,0,10,3,0,2,1,11,1,9,1,4,1,3,0,4,1,3,0
0,73,30,32,2,62,9,30,0,10,3,0,2,1,11,1,9,1,5,1,4,0,4,1,3,0
1,112,93,14,2,107,3,60,33,4,45,39,6,0,29,26,1,2,28,23,5,0,7,5,2,0
1,92,77,13,0,90,2,51,26,3,50,43,7,0,28,26,2,0,12,8,4,0,0,0,0,0
0,3,3,0,0,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,7,0,0,7,1,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,35,28,2,63,9,35,0,10,3,1,1,1,11,1,9,1,6,2,4,0,4,0,4,0
0,75,31,33,2,64,9,31,0,10,3,1,1,1,11,1,9,1,7,0,7,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,77,16,3,93,3,40,37,4,28,22,4,2,22,17,4,1,27,24,3,0,19,14,5,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,0,0,4,0,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,36,11,5,47,1,36,0,2,46,30,11,5,6,6,0,0,0,0,0,0,0,0,0,0
1,44,33,10,0,43,1,23,10,2,37,29,8,0,6,4,2,0,0,0,0,0,0,0,0,0
0,23,16,2,4,18,1,16,0,2,16,10,2,4,6,6,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,10,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,38,15,6,53,1,38,0,2,53,32,15,6,6,6,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,27,34,2,61,9,27,0,10,4,1,2,1,11,0,10,1,3,0,3,0,4,1,3,0
1,42,30,11,0,41,1,25,5,2,37,27,10,0,4,3,1,0,0,0,0,0,0,0,0,0
0,73,29,33,2,62,9,29,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
0,10,8,1,0,9,1,8,0,2,8,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,45,34,9,1,43,1,23,11,2,35,26,8,1,9,8,1,0,0,0,0,0,0,0,0,0
0,74,28,35,2,63,9,28,0,10,3,1,1,1,11,1,9,1,6,0,6,0,4,1,3,0
0,24,14,5,4,19,1,14,0,2,17,8,5,4,6,6,0,0,0,0,0,0,0,0,0,0
1,143,111,27,2,138,3,72,39,4,50,42,8,0,28,23,4,1,32,25,6,1,30,21,9,0
0,34,20,8,3,28,3,20,0,3,20,10,8,2,8,7,0,1,3,3,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,22,22,1,44,2,22,0,3,33,11,22,0,7,7,0,0,5,4,0,1,0,0,0,0
0,23,14,4,4,18,1,14,0,2,16,8,4,4,6,6,0,0,0,0,0,0,0,0,0,0
1,133,113,17,0,130,3,78,35,4,48,43,5,0,25,20,5,0,27,23,4,0,30,27,3,0
0,6,2,3,0,5,1,2,0,2,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1,81,67,10,2,77,2,34,33,3,31,27,4,0,31,27,4,0,17,13,2,2,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,7,0,0,7,1,7,0,2,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,75,25,39,2,64,9,25,0,10,3,1,1,1,11,0,10,1,7,1,6,0,4,1,3,0
0,73,29,33,2,62,9,29,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
1,138,116,17,2,133,3,69,47,4,49,42,6,1,30,26,4,0,27,21,5,1,29,27,2,0
1,50,37,10,2,47,1,27,10,2,41,30,9,2,8,7,1,0,0,0,0,0,0,0,0,0
0,27,23,0,3,23,1,23,0,1,26,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,126,103,19,1,122,3,67,36,4,41,37,4,0,31,26,5,0,29,22,7,0,22,18,3,1
1,60,45,13,1,58,1,30,15,2,41,30,10,1,18,15,3,0,0,0,0,0,0,0,0,0
1,52,43,8,0,51,1,31,12,2,37,30,7,0,14,13,1,0,0,0,0,0,0,0,0,0
1,107,87,14,3,101,3,47,40,4,30,23,5,2,26,20,6,0,24,24,0,0,24,20,3,1
1,47,35,11,0,46,1,21,14,2,37,29,8,0,9,6,3,0,0,0,0,0,0,0,0,0
1,53,35,16,1,51,1,27,8,2,40,27,12,1,12,8,4,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,2,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,30,30,2,60,9,30,0,10,3,1,1,1,11,1,9,1,3,0,3,0,4,1,3,0
1,41,31,9,0,40,1,22,9,2,33,25,8,0,7,6,1,0,0,0,0,0,0,0,0,0
0,23,16,2,4,18,1,16,0,2,16,10,2,4,6,6,0,0,0,0,0,0,0,0,0,0
0,75,28,35,2,63,10,28,0,11,1,1,0,0,3,1,1,1,11,1,9,1,5,1,4,0
1,54,45,8,0,53,1,31,14,2,35,29,6,0,18,16,2,0,0,0,0,0,0,0,0,0
1,44,35,8,0,43,1,29,6,2,36,29,7,0,7,6,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,34,25,2,59,10,34,0,11,1,1,0,0,3,1,1,1,11,2,8,1,1,0,1,0
0,21,20,0,0,20,1,20,0,2,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0
1,50,39,10,0,49,1,27,12,2,37,30,7,0,12,9,3,0,0,0,0,0,0,0,0,0
1,43,33,9,0,42,1,25,8,2,34,29,5,0,8,4,4,0,0,0,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,2,6,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,13,6,6,0,12,1,6,0,2,9,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0
0,22,15,3,1,18,3,15,0,3,11,7,3,1,5,5,0,0,3,3,0,0,0,0,0,0
0,33,16,11,4,27,2,16,0,3,19,7,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,0,0,5,0,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,28,30,2,58,9,28,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
0,73,27,35,2,62,9,27,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
0,75,28,36,2,64,9,28,0,10,3,1,1,1,11,1,9,1,7,0,7,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,92,25,3,117,3,39,53,4,31,25,6,0,35,27,8,0,26,19,5,2,28,21,6,1
0,73,33,29,2,62,9,33,0,10,3,1,1,1,11,1,9,1,5,2,3,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,28,36,2,64,10,28,0,11,1,1,0,0,4,0,3,1,11,1,9,1,5,0,5,0
1,52,40,11,0,51,1,25,15,2,35,24,11,0,16,16,0,0,0,0,0,0,0,0,0,0
0,69,29,29,2,58,9,29,0,10,3,1,1,1,11,1,9,1,1,0,1,0,4,1,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,16,2,2,18,1,16,0,2,15,11,2,2,5,5,0,0,0,0,0,0,0,0,0,0
1,76,63,11,0,74,2,28,35,3,30,26,4,0,28,21,7,0,16,16,0,0,0,0,0,0
1,65,53,10,1,63,1,31,22,2,35,31,3,1,29,22,7,0,0,0,0,0,0,0,0,0
1,53,41,11,0,52,1,28,13,2,38,29,9,0,14,12,2,0,0,0,0,0,0,0,0,0
0,71,34,25,2,59,10,34,0,11,1,1,0,0,3,1,1,1,11,2,8,1,1,0,1,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,18,0,3,18,0,18,0,1,21,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,22,15,4,1,19,2,15,0,3,3,1,2,0,11,8,2,1,6,6,0,0,0,0,0,0
0,50,31,11,6,42,2,31,0,3,31,17,10,4,14,11,1,2,3,3,0,0,0,0,0,0
0,8,2,6,0,8,0,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,27,35,2,62,9,27,0,10,3,1,1,1,11,1,9,1,5,0,5,0,4,1,3,0
