labeled,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
0,12,10,0,0,10,2,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,28,9,0,37,1,19,9,2,33,25,8,0,4,3,1,0,0,0,0,0,0,0,0,0
0,34,12,16,3,28,3,12,0,3,19,3,15,1,9,6,1,2,3,3,0,0,0,0,0,0
1,58,45,11,1,56,1,30,15,2,41,32,8,1,16,13,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,26,11,5,37,3,26,0,3,30,17,10,3,9,6,1,2,3,3,0,0,0,0,0,0
0,12,4,6,0,10,2,4,0,2,8,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,8,6,1,14,3,8,0,3,3,1,2,0,11,6,4,1,1,1,0,0,0,0,0,0
0,39,35,0,2,35,2,35,0,2,21,19,0,2,16,16,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,23,10,3,33,3,23,0,3,19,9,9,1,14,11,1,2,3,3,0,0,0,0,0,0
1,50,38,11,0,49,1,27,11,2,36,29,7,0,13,9,4,0,0,0,0,0,0,0,0,0
1,52,38,11,2,49,1,27,11,2,43,34,8,1,8,4,3,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,21,0,0,21,3,21,0,3,4,4,0,0,5,5,0,0,12,12,0,0,0,0,0,0
0,32,24,3,3,27,2,24,0,2,14,8,3,3,16,16,0,0,0,0,0,0,0,0,0,0
0,23,11,8,0,19,4,11,0,4,8,1,7,0,6,5,1,0,1,1,0,0,4,4,0,0
0,9,6,1,0,7,2,6,0,2,2,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0
0,24,17,3,2,20,2,17,0,2,20,15,3,2,2,2,0,0,0,0,0,0,0,0,0,0
1,48,33,13,1,46,1,25,8,2,39,28,10,1,8,5,3,0,0,0,0,0,0,0,0,0
0,36,18,10,5,28,3,18,0,3,21,9,9,3,9,6,1,2,3,3,0,0,0,0,0,0
1,65,49,13,1,62,2,22,27,3,36,29,6,1,26,19,7,0,1,1,0,0,0,0,0,0
1,53,37,13,2,50,1,28,9,2,37,27,8,2,15,10,5,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,55,20,21,11,41,3,9,11,3,40,11,20,9,9,6,1,2,3,3,0,0,0,0,0,0
0,3,0,2,0,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,104,22,1,126,3,52,52,4,36,30,6,0,31,26,5,0,28,21,6,1,32,27,5,0
0,19,16,0,1,16,2,16,0,2,6,6,0,0,11,10,0,1,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,8,0,0,8,1,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,35,11,0,46,1,27,8,2,37,30,7,0,9,5,4,0,0,0,0,0,0,0,0,0
0,18,15,0,0,15,3,15,0,3,6,6,0,0,4,4,0,0,5,5,0,0,0,0,0,0
0,32,16,10,3,26,3,16,0,3,12,2,9,1,14,11,1,2,3,3,0,0,0,0,0,0
0,14,11,0,0,11,3,11,0,3,3,3,0,0,5,5,0,0,3,3,0,0,0,0,0,0
1,48,37,10,0,47,1,27,10,2,38,30,8,0,9,7,2,0,0,0,0,0,0,0,0,0
0,9,5,2,0,7,2,5,0,2,2,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0
0,17,10,3,1,13,3,10,0,3,2,1,1,0,11,8,2,1,1,1,0,0,0,0,0,0
1,51,40,9,1,49,1,32,8,2,41,33,7,1,9,7,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,136,110,22,1,132,3,76,34,4,47,41,6,0,31,27,4,0,28,22,6,0,27,20,6,1
1,43,31,10,1,41,1,26,5,2,35,26,9,0,7,5,1,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,63,12,3,75,3,37,26,4,19,16,2,1,28,23,4,1,26,21,4,1,5,3,2,0
0,12,10,0,0,10,2,10,0,2,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,23,8,0,31,1,12,11,2,30,22,8,0,1,1,0,0,0,0,0,0,0,0,0,0
0,8,5,0,1,5,2,5,0,2,4,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0
1,97,83,12,0,95,2,59,24,3,49,42,7,0,29,27,2,0,17,14,3,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,12,0,0,12,3,12,0,3,6,6,0,0,2,2,0,0,4,4,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,41,13,1,54,1,24,17,2,38,27,10,1,17,14,3,0,0,0,0,0,0,0,0,0
0,40,36,0,2,36,2,36,0,2,22,20,0,2,16,16,0,0,0,0,0,0,0,0,0,0
1,125,107,14,1,121,3,75,32,4,47,42,5,0,30,25,5,0,32,28,3,1,13,12,1,0
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,30,23,2,1,25,4,23,0,4,10,7,2,1,4,4,0,0,9,9,0,0,3,3,0,0
1,120,96,19,2,115,3,64,32,4,49,41,8,0,24,18,6,0,24,20,3,1,20,17,2,1
0,10,6,3,0,9,1,6,0,1,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,36,10,0,46,1,25,11,2,34,27,7,0,12,9,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,16,3,0,19,6,16,0,6,1,0,1,0,2,2,0,0,5,5,0,0,3,1,2,0
0,32,25,2,3,27,2,25,0,2,14,9,2,3,16,16,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,18,1,0,19,2,18,0,2,3,2,1,0,16,16,0,0,0,0,0,0,0,0,0,0
0,25,21,0,1,21,3,21,0,3,8,7,0,1,11,11,0,0,3,3,0,0,0,0,0,0
0,12,10,0,0,10,2,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,15,0,0,15,2,15,0,2,14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,19,14,1,0,15,4,14,0,4,3,3,0,0,7,7,0,0,3,3,0,0,2,1,1,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,24,0,0,24,3,24,0,3,12,12,0,0,9,9,0,0,3,3,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,16,15,0,0,15,1,15,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,43,11,0,54,1,27,16,2,40,29,11,0,14,14,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,47,37,9,0,46,1,25,12,2,34,28,6,0,12,9,3,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,16,7,2,23,5,16,0,5,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
0,16,11,2,1,13,2,11,0,2,10,7,2,1,4,4,0,0,0,0,0,0,0,0,0,0
1,46,35,9,1,44,1,26,9,2,37,28,8,1,8,7,1,0,0,0,0,0,0,0,0,0
1,142,111,28,0,139,3,77,34,4,52,43,9,0,30,22,8,0,29,23,6,0,28,23,5,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,67,11,0,78,2,50,17,3,47,41,6,0,30,25,5,0,1,1,0,0,0,0,0,0
1,42,36,5,0,41,1,26,10,2,33,28,5,0,8,8,0,0,0,0,0,0,0,0,0,0
0,7,4,2,0,6,1,4,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,40,8,2,48,1,27,13,2,33,26,6,1,17,14,2,1,0,0,0,0,0,0,0,0
0,13,9,2,0,11,2,9,0,2,5,3,2,0,6,6,0,0,0,0,0,0,0,0,0,0
0,19,10,3,4,13,2,10,0,2,16,9,3,4,1,1,0,0,0,0,0,0,0,0,0,0
0,26,24,0,0,24,2,24,0,2,15,15,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,4,9,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
1,119,102,14,0,116,3,65,37,4,46,40,6,0,31,28,3,0,29,25,4,0,10,9,1,0
0,7,5,0,0,5,2,5,0,2,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,33,15,11,4,26,3,9,6,3,18,6,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,12,0,0,12,1,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,14,0,1,14,2,14,0,2,9,8,0,1,6,6,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,12,16,3,28,3,12,0,3,19,3,15,1,9,6,1,2,3,3,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,21,19,0,0,19,2,19,0,2,12,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,25,23,0,0,23,2,23,0,2,18,18,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,35,9,1,44,1,22,13,2,38,30,7,1,7,5,2,0,0,0,0,0,0,0,0,0
1,49,39,9,0,48,1,29,10,2,38,31,7,0,10,8,2,0,0,0,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,36,8,0,44,1,28,8,2,35,28,7,0,9,8,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,29,2,0,31,5,29,0,5,16,16,0,0,4,4,0,0,3,1,2,0,5,5,0,0
1,125,97,21,4,118,3,49,48,4,41,33,8,0,25,18,5,2,28,23,3,2,28,23,5,0
0,26,22,0,0,22,4,22,0,4,3,3,0,0,7,7,0,0,9,9,0,0,3,3,0,0
1,112,90,16,3,106,3,50,40,4,34,29,5,0,32,29,3,0,19,15,1,3,24,17,7,0
1,119,98,18,0,116,3,57,41,4,32,29,3,0,27,24,3,0,31,24,7,0,26,21,5,0
1,52,37,13,1,50,1,28,9,2,37,30,6,1,14,7,7,0,0,0,0,0,0,0,0,0
0,42,20,13,6,33,3,20,0,3,18,2,12,4,14,11,1,2,7,7,0,0,0,0,0,0
0,40,21,11,5,32,3,21,0,3,25,12,10,3,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,87,15,1,102,2,61,26,3,46,40,6,0,36,29,6,1,21,18,3,0,0,0,0,0
0,18,14,0,2,14,2,14,0,2,10,8,0,2,6,6,0,0,0,0,0,0,0,0,0,0
0,22,18,0,2,18,2,18,0,2,12,10,0,2,8,8,0,0,0,0,0,0,0,0,0,0
1,48,34,11,2,45,1,21,13,2,36,27,8,1,11,7,3,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,3,3,0,0,11,11,0,0,0,0,0,0,0,0,0,0
0,7,5,0,0,5,2,5,0,2,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,14,0,0,14,3,14,0,3,3,3,0,0,6,6,0,0,5,5,0,0,0,0,0,0
1,116,95,18,0,113,3,49,46,4,34,29,5,0,24,21,3,0,29,24,5,0,26,21,5,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,33,13,1,46,1,24,9,2,37,26,10,1,10,7,3,0,0,0,0,0,0,0,0,0
0,8,7,0,0,7,1,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,17,11,4,28,3,17,0,3,20,8,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,35,10,2,45,1,22,13,2,40,31,8,1,7,4,2,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,6,6,0,0,11,11,0,0,0,0,0,0,0,0,0,0
0,20,17,1,0,18,2,17,0,2,9,8,1,0,9,9,0,0,0,0,0,0,0,0,0,0
1,48,37,8,2,45,1,26,11,2,38,32,5,1,9,5,3,1,0,0,0,0,0,0,0,0
1,44,34,8,1,42,1,25,9,2,35,28,6,1,8,6,2,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,7,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,62,49,10,2,59,1,24,25,2,28,21,5,2,33,28,5,0,0,0,0,0,0,0,0,0
0,28,9,12,5,21,2,9,0,2,17,2,11,4,9,7,1,1,0,0,0,0,0,0,0,0
1,48,43,4,0,47,1,22,21,2,31,28,3,0,16,15,1,0,0,0,0,0,0,0,0,0
1,119,101,14,1,115,3,50,51,4,33,28,5,0,28,23,4,1,28,24,4,0,27,26,1,0
0,17,16,0,0,16,1,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,23,11,4,34,3,18,5,3,26,14,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,15,12,1,0,13,2,12,0,2,11,11,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1,54,42,11,0,53,1,31,11,2,38,30,8,0,15,12,3,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,36,9,0,45,1,26,10,2,37,28,9,0,8,8,0,0,0,0,0,0,0,0,0,0
1,42,37,4,0,41,1,20,17,2,29,25,4,0,12,12,0,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,6,0,0,6,2,6,0,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1,116,90,21,2,111,3,39,51,4,32,26,5,1,30,25,5,0,27,20,7,0,24,19,4,1
0,19,18,0,0,18,1,18,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,33,7,2,40,1,24,9,2,35,28,6,1,7,5,1,1,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,8,8,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,21,19,0,0,19,2,19,0,2,12,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,11,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,51,41,8,1,49,1,29,12,2,36,29,6,1,14,12,2,0,0,0,0,0,0,0,0,0
1,43,31,11,0,42,1,21,10,2,35,25,10,0,7,6,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,45,11,0,56,1,30,15,2,38,29,9,0,18,16,2,0,0,0,0,0,0,0,0,0
0,30,26,0,1,26,3,26,0,3,15,14,0,1,9,9,0,0,3,3,0,0,0,0,0,0
0,44,26,11,4,37,3,26,0,3,29,17,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,41,8,1,49,1,31,10,2,35,29,6,0,15,12,2,1,0,0,0,0,0,0,0,0
1,145,122,20,0,142,3,75,47,4,48,42,6,0,31,23,8,0,32,27,5,0,31,30,1,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,37,12,0,49,1,26,11,2,41,32,9,0,8,5,3,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,9,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1,48,37,10,0,47,1,27,10,2,38,29,9,0,9,8,1,0,0,0,0,0,0,0,0,0
0,32,11,14,4,25,3,11,0,3,17,2,13,2,9,6,1,2,3,3,0,0,0,0,0,0
1,48,37,10,0,47,1,26,11,2,38,29,9,0,9,8,1,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,127,112,12,0,124,3,57,55,4,33,31,2,0,29,28,1,0,29,25,4,0,33,28,5,0
0,28,25,0,0,25,3,25,0,3,14,14,0,0,2,2,0,0,9,9,0,0,0,0,0,0
1,47,36,10,0,46,1,25,11,2,33,26,7,0,13,10,3,0,0,0,0,0,0,0,0,0
0,39,23,10,3,33,3,23,0,3,19,9,9,1,14,11,1,2,3,3,0,0,0,0,0,0
1,63,49,11,2,60,1,35,14,2,40,30,9,1,22,19,2,1,0,0,0,0,0,0,0,0
1,50,40,9,0,49,1,26,14,2,33,24,9,0,16,16,0,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,11,11,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,115,95,17,0,112,3,47,48,4,29,26,3,0,30,27,3,0,28,25,3,0,25,17,8,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,8,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,18,14,1,0,15,3,14,0,3,6,5,1,0,6,6,0,0,3,3,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,12,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,22,20,0,0,20,2,20,0,2,3,3,0,0,17,17,0,0,0,0,0,0,0,0,0,0
1,124,107,13,1,120,3,48,59,4,38,32,6,0,35,33,2,0,22,21,1,0,26,21,4,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,18,2,3,20,2,18,0,2,13,8,2,3,10,10,0,0,0,0,0,0,0,0,0,0
1,52,43,8,0,51,1,31,12,2,37,30,7,0,14,13,1,0,0,0,0,0,0,0,0,0
0,32,24,3,3,27,2,24,0,2,14,8,3,3,16,16,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,22,18,0,0,18,4,18,0,4,1,1,0,0,5,5,0,0,9,9,0,0,3,3,0,0
0,24,16,4,1,20,3,16,0,3,5,1,4,0,13,12,0,1,3,3,0,0,0,0,0,0
0,41,24,11,3,35,3,24,0,3,26,15,10,1,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,30,9,0,39,1,22,8,2,35,27,8,0,4,3,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,19,0,0,19,4,19,0,4,3,3,0,0,6,6,0,0,7,7,0,0,3,3,0,0
1,53,43,9,0,52,1,31,12,2,36,28,8,0,16,15,1,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,16,7,2,23,5,16,0,5,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
1,44,34,8,1,42,1,24,10,2,36,29,7,0,7,5,1,1,0,0,0,0,0,0,0,0
1,44,34,8,1,42,1,27,7,2,37,29,7,1,6,5,1,0,0,0,0,0,0,0,0,0
0,36,17,12,4,29,3,17,0,3,21,8,11,2,9,6,1,2,3,3,0,0,0,0,0,0
1,54,42,11,0,53,1,29,13,2,40,31,9,0,13,11,2,0,0,0,0,0,0,0,0,0
0,14,11,1,0,12,2,11,0,2,5,4,1,0,7,7,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,4,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,20,0,0,20,2,20,0,2,3,3,0,0,17,17,0,0,0,0,0,0,0,0,0,0
1,59,47,10,1,57,1,29,18,2,38,30,7,1,20,17,3,0,0,0,0,0,0,0,0,0
0,11,8,0,1,8,2,8,0,2,3,3,0,0,6,5,0,1,0,0,0,0,0,0,0,0
0,38,21,10,4,31,3,21,0,3,23,12,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,46,10,0,56,1,34,12,2,42,33,9,0,14,13,1,0,0,0,0,0,0,0,0,0
1,43,31,11,0,42,1,24,7,2,34,26,8,0,8,5,3,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,4,4,0,0,13,13,0,0,0,0,0,0,0,0,0,0
1,51,36,14,0,50,1,25,11,2,41,29,12,0,9,7,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,30,11,0,41,1,25,5,2,37,27,10,0,4,3,1,0,0,0,0,0,0,0,0,0
1,51,36,12,2,48,1,27,9,2,38,28,8,2,12,8,4,0,0,0,0,0,0,0,0,0
0,39,31,2,4,33,2,31,0,2,21,15,2,4,16,16,0,0,0,0,0,0,0,0,0,0
0,14,11,0,0,11,3,11,0,3,2,2,0,0,6,6,0,0,3,3,0,0,0,0,0,0
0,20,19,0,0,19,1,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,48,9,0,57,1,32,16,2,38,31,7,0,19,17,2,0,0,0,0,0,0,0,0,0
1,40,31,8,0,39,1,25,6,2,34,27,7,0,5,4,1,0,0,0,0,0,0,0,0,0
0,12,4,6,0,10,2,4,0,2,8,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,109,18,0,127,3,74,35,4,48,41,7,0,26,24,2,0,35,29,6,0,18,15,3,0
1,125,100,20,2,120,3,64,36,4,49,42,7,0,28,22,5,1,24,21,2,1,21,15,6,0
1,125,103,19,0,122,3,69,34,4,51,43,8,0,36,34,2,0,21,14,7,0,14,12,2,0
0,35,15,11,6,26,3,15,0,3,16,2,10,4,9,6,1,2,7,7,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,39,9,2,48,1,27,12,2,37,30,6,1,13,9,3,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,34,7,1,41,1,22,12,2,35,27,7,1,7,7,0,0,0,0,0,0,0,0,0,0
1,51,40,9,1,49,1,29,11,2,36,28,7,1,14,12,2,0,0,0,0,0,0,0,0,0
0,28,9,12,5,21,2,9,0,2,17,2,11,4,9,7,1,1,0,0,0,0,0,0,0,0
0,43,27,10,3,37,3,25,2,3,23,13,9,1,14,11,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,29,11,4,40,3,29,0,3,32,20,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,10,8,1,0,9,1,8,0,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
