labeled,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
1,44,32,10,1,42,1,21,11,2,34,25,8,1,9,7,2,0,0,0,0,0,0,0,0,0
1,46,37,8,0,45,1,26,11,2,39,32,7,0,6,5,1,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,35,10,1,45,1,22,13,2,34,25,8,1,12,10,2,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,47,9,0,56,1,24,23,2,36,30,6,0,20,17,3,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,48,10,0,58,1,26,22,2,41,34,7,0,17,14,3,0,0,0,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,6,0,8,1,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,32,11,0,43,1,24,8,2,35,27,8,0,8,5,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,45,14,0,59,1,32,13,2,40,32,8,0,19,13,6,0,0,0,0,0,0,0,0,0
1,49,41,7,0,48,1,28,13,2,39,33,6,0,9,8,1,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,43,9,0,52,1,27,16,2,39,32,7,0,13,11,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,21,10,4,31,3,21,0,3,23,12,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,139,117,17,2,134,3,74,43,4,46,40,6,0,31,26,4,1,32,27,4,1,27,24,3,0
0,58,32,17,6,49,3,32,0,3,43,23,16,4,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,125,103,17,2,120,3,46,57,4,34,30,4,0,30,26,3,1,28,22,5,1,30,25,5,0
0,22,21,0,0,21,1,21,0,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,105,20,2,125,3,57,48,4,35,29,5,1,31,25,5,1,36,31,5,0,25,20,5,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,33,10,0,43,1,23,10,2,36,27,9,0,7,6,1,0,0,0,0,0,0,0,0,0
0,34,26,3,2,29,3,26,0,3,20,15,3,2,4,4,0,0,7,7,0,0,0,0,0,0
0,24,20,2,0,22,2,20,0,2,4,2,2,0,18,18,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,12,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,12,7,3,0,10,2,7,0,2,3,1,2,0,7,6,1,0,0,0,0,0,0,0,0,0
1,46,33,12,0,45,1,27,6,2,36,26,10,0,9,7,2,0,0,0,0,0,0,0,0,0
1,54,41,12,0,53,1,30,11,2,37,27,10,0,16,14,2,0,0,0,0,0,0,0,0,0
1,91,75,14,0,89,2,49,26,3,51,44,7,0,35,28,7,0,3,3,0,0,0,0,0,0
0,58,19,33,3,52,3,19,0,3,43,10,32,1,9,6,1,2,3,3,0,0,0,0,0,0
1,49,38,9,1,47,1,28,10,2,37,30,6,1,11,8,3,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,4,4,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,43,35,7,0,42,1,17,18,2,34,28,6,0,8,7,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,122,103,15,1,118,3,50,53,4,32,28,3,1,28,24,4,0,32,26,6,0,27,25,2,0
1,47,32,12,2,44,1,21,11,2,37,25,10,2,9,7,2,0,0,0,0,0,0,0,0,0
1,123,92,25,3,117,3,39,53,4,31,25,6,0,35,27,8,0,26,19,5,2,28,21,6,1
1,46,33,11,1,44,1,25,8,2,37,28,9,0,8,5,2,1,0,0,0,0,0,0,0,0
0,14,11,0,2,11,1,11,0,1,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,46,34,10,1,44,1,22,12,2,37,28,8,1,8,6,2,0,0,0,0,0,0,0,0,0
0,18,14,1,1,15,2,14,0,2,14,13,0,1,2,1,1,0,0,0,0,0,0,0,0,0
0,19,14,3,0,17,2,14,0,2,5,2,3,0,12,12,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,42,9,2,51,1,29,13,2,35,27,6,2,18,15,3,0,0,0,0,0,0,0,0,0
1,49,40,8,0,48,1,30,10,2,36,28,8,0,12,12,0,0,0,0,0,0,0,0,0,0
1,108,98,8,0,106,2,67,31,3,48,43,5,0,32,30,2,0,26,25,1,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,4,2,1,0,3,1,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,33,8,1,41,1,27,6,2,34,28,5,1,8,5,3,0,0,0,0,0,0,0,0,0
1,43,31,11,0,42,1,22,9,2,34,25,9,0,8,6,2,0,0,0,0,0,0,0,0,0
0,23,15,3,1,18,4,15,0,4,12,8,3,1,2,2,0,0,3,3,0,0,2,2,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,4,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,15,10,2,1,12,2,10,0,2,11,8,2,1,2,2,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,44,10,0,54,1,32,12,2,40,33,7,0,14,11,3,0,0,0,0,0,0,0,0,0
1,47,34,11,1,45,1,25,9,2,37,27,10,0,9,7,1,1,0,0,0,0,0,0,0,0
1,53,42,9,1,51,1,28,14,2,36,28,7,1,16,14,2,0,0,0,0,0,0,0,0,0
0,52,33,10,6,43,3,33,0,3,32,19,9,4,14,11,1,2,3,3,0,0,0,0,0,0
1,25,20,5,0,25,0,12,8,1,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,10,4,4,14,2,10,0,2,17,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,37,11,3,48,1,26,11,2,37,26,8,3,14,11,3,0,0,0,0,0,0,0,0,0
0,22,18,1,0,19,3,18,0,3,3,3,0,0,7,6,1,0,9,9,0,0,0,0,0,0
0,20,19,0,0,19,1,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,48,13,3,61,2,48,0,2,48,32,13,3,16,16,0,0,0,0,0,0,0,0,0,0
1,72,51,17,2,68,2,31,20,3,39,28,11,0,30,22,6,2,1,1,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,40,9,1,49,1,28,12,2,40,32,7,1,10,8,2,0,0,0,0,0,0,0,0,0
1,57,46,10,0,56,1,31,15,2,41,34,7,0,15,12,3,0,0,0,0,0,0,0,0,0
0,12,7,3,0,10,2,7,0,2,4,1,3,0,6,6,0,0,0,0,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,2,10,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1,53,41,11,0,52,1,28,13,2,38,29,9,0,14,12,2,0,0,0,0,0,0,0,0,0
0,9,6,1,0,7,2,6,0,2,3,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,34,6,1,40,1,25,9,2,33,28,5,0,8,6,1,1,0,0,0,0,0,0,0,0
0,15,11,2,0,13,2,11,0,2,3,1,2,0,10,10,0,0,0,0,0,0,0,0,0,0
0,7,5,0,0,5,2,5,0,2,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,51,43,6,1,49,1,31,12,2,37,30,6,1,13,13,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,13,13,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,89,20,2,109,3,44,45,4,31,22,9,0,26,22,3,1,30,26,4,0,24,19,4,1
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,6,0,1,6,1,6,0,1,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,11,11,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,41,20,13,5,33,3,14,6,3,21,6,12,3,14,11,1,2,3,3,0,0,0,0,0,0
0,58,34,15,6,49,3,34,0,3,43,25,14,4,9,6,1,2,3,3,0,0,0,0,0,0
0,8,4,2,1,6,1,4,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39,31,2,4,33,2,31,0,2,21,15,2,4,16,16,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,19,0,0,19,4,19,0,4,4,4,0,0,3,3,0,0,9,9,0,0,3,3,0,0
0,37,15,13,6,28,3,15,0,3,18,2,12,4,9,6,1,2,7,7,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,19,0,1,19,3,19,0,3,6,6,0,0,2,2,0,0,12,11,0,1,0,0,0,0
0,45,33,4,4,37,4,33,0,4,3,1,2,0,11,11,0,0,2,2,0,0,25,19,2,4
0,38,16,15,4,31,3,16,0,3,18,2,14,2,14,11,1,2,3,3,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,40,8,1,48,1,26,14,2,40,32,7,1,9,8,1,0,0,0,0,0,0,0,0,0
1,44,33,10,0,43,1,24,9,2,35,26,9,0,8,7,1,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,14,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0
0,38,32,0,3,32,3,32,0,3,26,23,0,3,6,6,0,0,3,3,0,0,0,0,0,0
0,15,14,0,0,14,1,14,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,16,0,0,16,1,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,41,9,0,50,1,28,13,2,36,29,7,0,14,12,2,0,0,0,0,0,0,0,0,0
0,9,2,6,0,8,1,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,45,15,3,60,2,27,18,2,37,28,8,1,26,17,7,2,0,0,0,0,0,0,0,0
1,47,33,13,0,46,1,23,10,2,38,28,10,0,8,5,3,0,0,0,0,0,0,0,0,0
0,16,15,0,0,15,1,15,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,3,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,12,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,34,16,11,4,27,3,16,0,3,19,7,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,17,16,0,0,16,1,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,12,0,0,12,4,12,0,4,1,1,0,0,3,3,0,0,5,5,0,0,3,3,0,0
0,58,32,17,6,49,3,32,0,3,38,18,16,4,14,11,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,106,78,23,2,101,3,40,38,4,29,21,8,0,23,17,5,1,26,19,7,0,25,21,3,1
1,47,36,9,1,45,1,26,10,2,38,29,8,1,8,7,1,0,0,0,0,0,0,0,0,0
1,50,36,12,1,48,1,27,9,2,37,27,9,1,12,9,3,0,0,0,0,0,0,0,0,0
0,26,24,0,0,24,2,24,0,2,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0
0,17,15,0,0,15,2,15,0,2,3,3,0,0,12,12,0,0,0,0,0,0,0,0,0,0
0,27,9,11,5,20,2,9,0,2,16,2,10,4,9,7,1,1,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,6,7,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
0,34,17,11,3,28,3,17,0,3,19,8,10,1,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,44,10,0,54,1,30,14,2,39,30,9,0,15,14,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,22,0,1,22,3,22,0,3,13,12,0,1,3,3,0,0,7,7,0,0,0,0,0,0
1,36,26,8,1,34,1,18,8,2,30,22,7,1,5,4,1,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,13,0,3,4,4,0,0,4,3,1,0,6,6,0,0,0,0,0,0
0,34,16,11,4,27,3,16,0,3,19,7,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,25,2,3,27,2,25,0,2,14,9,2,3,16,16,0,0,0,0,0,0,0,0,0,0
0,20,17,1,0,18,2,17,0,2,8,7,1,0,10,10,0,0,0,0,0,0,0,0,0,0
0,28,24,0,0,24,4,24,0,4,3,3,0,0,9,9,0,0,9,9,0,0,3,3,0,0
1,106,85,15,3,100,3,46,39,4,40,33,6,1,31,23,7,1,24,22,2,0,8,7,0,1
0,23,18,1,0,19,4,18,0,4,6,6,0,0,8,8,0,0,3,3,0,0,2,1,1,0
1,133,112,18,0,130,3,78,34,4,46,40,6,0,31,28,3,0,24,20,4,0,29,24,5,0
1,43,30,11,1,41,1,22,8,2,36,25,10,1,6,5,1,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,133,113,16,1,129,3,70,43,4,48,42,6,0,32,27,4,1,21,20,1,0,29,24,5,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,23,1,2,24,3,23,0,3,12,11,0,1,11,9,1,1,3,3,0,0,0,0,0,0
0,32,29,0,1,29,2,29,0,2,24,23,0,1,6,6,0,0,0,0,0,0,0,0,0,0
1,43,30,12,0,42,1,21,9,2,36,25,11,0,6,5,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,34,15,0,49,1,24,10,2,42,30,12,0,7,4,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,43,9,0,52,1,29,14,2,38,30,8,0,14,13,1,0,0,0,0,0,0,0,0,0
0,15,13,0,0,13,2,13,0,2,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,24,16,4,1,20,3,16,0,3,5,1,4,0,13,12,0,1,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,38,11,0,49,1,29,9,2,39,29,10,0,10,9,1,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,34,9,1,43,1,25,9,2,36,28,8,0,8,6,1,1,0,0,0,0,0,0,0,0
0,39,31,2,4,33,2,31,0,2,21,15,2,4,16,16,0,0,0,0,0,0,0,0,0,0
0,20,11,3,4,14,2,11,0,2,17,10,3,4,1,1,0,0,0,0,0,0,0,0,0,0
1,49,39,9,0,48,1,29,10,2,36,29,7,0,12,10,2,0,0,0,0,0,0,0,0,0
0,18,15,0,0,15,3,15,0,3,3,3,0,0,9,9,0,0,3,3,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,2,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,39,22,10,4,32,3,22,0,3,24,13,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,46,33,11,1,44,1,24,9,2,33,24,8,1,12,9,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,56,9,1,65,2,34,22,3,38,33,4,1,19,15,4,0,9,8,1,0,0,0,0,0
0,13,10,2,0,12,1,10,0,1,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,18,11,6,29,3,18,0,3,23,9,10,4,9,6,1,2,3,3,0,0,0,0,0,0
0,13,10,1,0,11,2,10,0,2,2,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0
1,43,29,13,0,42,1,22,7,2,37,26,11,0,5,3,2,0,0,0,0,0,0,0,0,0
0,32,16,10,3,26,3,16,0,3,17,7,9,1,9,6,1,2,3,3,0,0,0,0,0,0
0,13,9,2,0,11,2,9,0,2,5,3,2,0,6,6,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,15,0,0,15,4,15,0,4,3,3,0,0,3,3,0,0,6,6,0,0,3,3,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,45,29,14,1,43,1,19,10,2,35,23,11,1,9,6,3,0,0,0,0,0,0,0,0,0
1,44,36,6,1,42,1,29,7,2,33,27,5,1,10,9,1,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,28,0,0,28,2,28,0,2,12,12,0,0,16,16,0,0,0,0,0,0,0,0,0,0
0,44,25,11,5,36,3,25,0,3,24,11,10,3,14,11,1,2,3,3,0,0,0,0,0,0
0,20,16,0,0,16,4,16,0,4,3,3,0,0,3,3,0,0,7,7,0,0,3,3,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,10,0,0,10,2,10,0,2,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,26,22,0,0,22,4,22,0,4,3,3,0,0,9,9,0,0,7,7,0,0,3,3,0,0
1,124,100,21,0,121,3,55,45,4,30,25,5,0,32,21,11,0,29,28,1,0,30,26,4,0
1,51,41,8,1,49,1,24,17,2,38,30,7,1,12,11,1,0,0,0,0,0,0,0,0,0
0,9,2,6,0,8,1,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,89,15,2,104,3,47,42,4,30,24,5,1,25,21,4,0,25,23,1,1,26,21,5,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,13,1,2,14,2,13,0,2,14,12,0,2,2,1,1,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,6,7,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,9,4,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
0,25,22,0,1,22,2,22,0,2,14,13,0,1,9,9,0,0,0,0,0,0,0,0,0,0
0,12,9,0,1,9,2,9,0,2,9,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,42,10,1,52,1,31,11,2,39,30,8,1,14,12,2,0,0,0,0,0,0,0,0,0
0,22,20,0,0,20,2,20,0,2,6,6,0,0,14,14,0,0,0,0,0,0,0,0,0,0
0,52,30,11,8,41,3,30,0,3,37,21,10,6,9,6,1,2,3,3,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,13,12,0,0,12,1,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,14,0,0,14,3,14,0,3,7,7,0,0,4,4,0,0,3,3,0,0,0,0,0,0
1,132,113,16,0,129,3,76,37,4,51,41,10,0,28,26,2,0,32,29,3,0,18,17,1,0
0,11,9,0,0,9,2,9,0,2,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,47,11,0,58,1,33,14,2,40,31,9,0,18,16,2,0,0,0,0,0,0,0,0,0
0,18,16,0,0,16,2,16,0,2,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,66,53,11,1,64,1,26,27,2,32,26,5,1,33,27,6,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,45,8,1,53,1,28,17,2,36,27,8,1,18,18,0,0,0,0,0,0,0,0,0,0
1,49,35,12,1,47,1,28,7,2,38,28,10,0,10,7,2,1,0,0,0,0,0,0,0,0
0,9,2,6,0,8,1,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,0,13,0,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,122,99,20,0,119,3,66,33,4,46,39,7,0,29,26,3,0,21,17,4,0,23,17,6,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,17,12,3,0,15,2,12,0,2,10,7,3,0,5,5,0,0,0,0,0,0,0,0,0,0
1,53,39,13,0,52,1,31,8,2,38,29,9,0,14,10,4,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,127,104,19,1,123,3,68,36,4,49,41,8,0,34,30,4,0,27,21,5,1,14,12,2,0
0,7,6,0,0,6,1,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,16,1,0,17,4,16,0,4,3,3,0,0,9,9,0,0,3,3,0,0,2,1,1,0
0,20,18,0,0,18,2,18,0,2,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,125,105,17,0,122,3,67,38,4,47,42,5,0,31,27,4,0,28,22,6,0,16,14,2,0
0,13,10,1,0,11,2,10,0,2,7,6,1,0,4,4,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,134,113,14,4,127,3,71,42,4,49,42,7,0,31,28,2,1,25,23,1,1,26,20,4,2
1,22,18,4,0,22,0,9,9,1,22,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,16,0,0,16,3,16,0,3,3,3,0,0,10,10,0,0,3,3,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
